Report Date,Country,Indicator,Value
2006-01-01,BRN,WHOSIS_000001,75.22647
2007-01-01,BRN,WHOSIS_000001,75.3001
2008-01-01,BRN,WHOSIS_000001,76.71794
2009-01-01,BRN,WHOSIS_000001,76.87788
2010-01-01,BRN,WHOSIS_000001,78.42694
2011-01-01,BRN,WHOSIS_000001,75.59719
2012-01-01,BRN,WHOSIS_000001,75.48435
2013-01-01,BRN,WHOSIS_000001,76.81967
2014-01-01,BRN,WHOSIS_000001,78.10166
2015-01-01,BRN,WHOSIS_000001,76.55761
2016-01-01,BRN,WHOSIS_000001,76.41823
2017-01-01,BRN,WHOSIS_000001,76.40513
2018-01-01,BRN,WHOSIS_000001,76.40808
2019-01-01,BRN,WHOSIS_000001,78.15715
2020-01-01,BRN,WHOSIS_000001,78.29447
2021-01-01,BRN,WHOSIS_000001,78.56671
2000-01-01,BTN,WHOSIS_000001,66.27221
2001-01-01,BTN,WHOSIS_000001,67.18031
2002-01-01,BTN,WHOSIS_000001,67.84567
2003-01-01,BTN,WHOSIS_000001,69.08543
2004-01-01,BTN,WHOSIS_000001,69.63696
2005-01-01,BTN,WHOSIS_000001,68.65292
2006-01-01,BTN,WHOSIS_000001,69.17739
2007-01-01,BTN,WHOSIS_000001,70.47631
2008-01-01,BTN,WHOSIS_000001,70.90904
2009-01-01,BTN,WHOSIS_000001,71.27007
2010-01-01,BTN,WHOSIS_000001,71.7271
2011-01-01,BTN,WHOSIS_000001,73.27198
2012-01-01,BTN,WHOSIS_000001,73.60707
2013-01-01,BTN,WHOSIS_000001,72.72165
2014-01-01,BTN,WHOSIS_000001,72.9136
2015-01-01,BTN,WHOSIS_000001,74.24073
2016-01-01,BTN,WHOSIS_000001,73.28425
2017-01-01,BTN,WHOSIS_000001,73.54717
2018-01-01,BTN,WHOSIS_000001,74.94852
2019-01-01,BTN,WHOSIS_000001,75.12569
2020-01-01,BTN,WHOSIS_000001,75.90504
2021-01-01,BTN,WHOSIS_000001,74.87643
2000-01-01,BWA,WHOSIS_000001,47.16384
2001-01-01,BWA,WHOSIS_000001,48.49343
2002-01-01,BWA,WHOSIS_000001,46.9549
2003-01-01,BWA,WHOSIS_000001,48.30165
2004-01-01,BWA,WHOSIS_000001,52.81892
2005-01-01,BWA,WHOSIS_000001,50.847
2006-01-01,BWA,WHOSIS_000001,58.06341
2007-01-01,BWA,WHOSIS_000001,55.77025
2008-01-01,BWA,WHOSIS_000001,54.13402
2009-01-01,BWA,WHOSIS_000001,55.09503
2010-01-01,BWA,WHOSIS_000001,59.4063
2011-01-01,BWA,WHOSIS_000001,58.41247
2012-01-01,BWA,WHOSIS_000001,57.72247
2013-01-01,BWA,WHOSIS_000001,62.49692
2014-01-01,BWA,WHOSIS_000001,63.20102
2015-01-01,BWA,WHOSIS_000001,63.90389
2016-01-01,BWA,WHOSIS_000001,64.97438
2017-01-01,BWA,WHOSIS_000001,64.01181
2018-01-01,BWA,WHOSIS_000001,66.60114
2019-01-01,BWA,WHOSIS_000001,64.91885
2020-01-01,BWA,WHOSIS_000001,62.68744
2021-01-01,BWA,WHOSIS_000001,63.17931
2000-01-01,CAF,WHOSIS_000001,45.44124
2001-01-01,CAF,WHOSIS_000001,45.69321
2002-01-01,CAF,WHOSIS_000001,46.04435
2003-01-01,CAF,WHOSIS_000001,46.45213
2004-01-01,CAF,WHOSIS_000001,45.61619
2005-01-01,CAF,WHOSIS_000001,46.14093
2006-01-01,CAF,WHOSIS_000001,46.69776
2007-01-01,CAF,WHOSIS_000001,49.05687
2008-01-01,CAF,WHOSIS_000001,46.84539
2009-01-01,CAF,WHOSIS_000001,47.29077
2010-01-01,CAF,WHOSIS_000001,49.2018
2011-01-01,CAF,WHOSIS_000001,47.87876
2012-01-01,CAF,WHOSIS_000001,51.72843
2013-01-01,CAF,WHOSIS_000001,47.24585
2014-01-01,CAF,WHOSIS_000001,49.17729
2015-01-01,CAF,WHOSIS_000001,48.90307
2016-01-01,CAF,WHOSIS_000001,51.50031
2017-01-01,CAF,WHOSIS_000001,51.26742
2018-01-01,CAF,WHOSIS_000001,55.28616
2019-01-01,CAF,WHOSIS_000001,55.89381
2020-01-01,CAF,WHOSIS_000001,56.03224
2021-01-01,CAF,WHOSIS_000001,49.57149
2000-01-01,CAN,WHOSIS_000001,76.52524
2001-01-01,CAN,WHOSIS_000001,81.71347
2002-01-01,CAN,WHOSIS_000001,81.70175
2003-01-01,CAN,WHOSIS_000001,77.1624
2004-01-01,CAN,WHOSIS_000001,82.07825
2005-01-01,CAN,WHOSIS_000001,79.95095
2006-01-01,CAN,WHOSIS_000001,82.52775
2007-01-01,CAN,WHOSIS_000001,78.12809
2008-01-01,CAN,WHOSIS_000001,80.56314
2009-01-01,CAN,WHOSIS_000001,80.8826
2010-01-01,CAN,WHOSIS_000001,81.14359
2011-01-01,CAN,WHOSIS_000001,79.41297
2012-01-01,CAN,WHOSIS_000001,79.50971
2013-01-01,CAN,WHOSIS_000001,83.42126
2014-01-01,CAN,WHOSIS_000001,79.6522
2015-01-01,CAN,WHOSIS_000001,79.76275
2016-01-01,CAN,WHOSIS_000001,83.58935
2017-01-01,CAN,WHOSIS_000001,83.62475
2018-01-01,CAN,WHOSIS_000001,79.83959
2019-01-01,CAN,WHOSIS_000001,80.12489
2020-01-01,CAN,WHOSIS_000001,81.29951
2021-01-01,CAN,WHOSIS_000001,79.37276
2000-01-01,CHE,WHOSIS_000001,79.7147
2001-01-01,CHE,WHOSIS_000001,80.10039
2002-01-01,CHE,WHOSIS_000001,82.80968
2003-01-01,CHE,WHOSIS_000001,82.75894
2004-01-01,CHE,WHOSIS_000001,83.26411
2005-01-01,CHE,WHOSIS_000001,78.5748
2006-01-01,CHE,WHOSIS_000001,83.62143
2007-01-01,CHE,WHOSIS_000001,81.59797
2008-01-01,CHE,WHOSIS_000001,83.97102
2009-01-01,CHE,WHOSIS_000001,81.89043
2010-01-01,CHE,WHOSIS_000001,84.18307
2011-01-01,CHE,WHOSIS_000001,84.36375
2012-01-01,CHE,WHOSIS_000001,80.36523
2013-01-01,CHE,WHOSIS_000001,84.40315
2014-01-01,CHE,WHOSIS_000001,80.83708
2015-01-01,CHE,WHOSIS_000001,84.49934
2016-01-01,CHE,WHOSIS_000001,81.39369
2017-01-01,CHE,WHOSIS_000001,84.94601
2018-01-01,CHE,WHOSIS_000001,81.52853
2019-01-01,CHE,WHOSIS_000001,85.11535
2020-01-01,CHE,WHOSIS_000001,82.73602
2021-01-01,CHE,WHOSIS_000001,81.48441
2000-01-01,CHL,WHOSIS_000001,73.88327
2001-01-01,CHL,WHOSIS_000001,76.75737
2002-01-01,CHL,WHOSIS_000001,77.34181
2003-01-01,CHL,WHOSIS_000001,77.44593
2004-01-01,CHL,WHOSIS_000001,77.54891
2005-01-01,CHL,WHOSIS_000001,78.00491
2006-01-01,CHL,WHOSIS_000001,75.71149
2007-01-01,CHL,WHOSIS_000001,75.74711
2008-01-01,CHL,WHOSIS_000001,76.43567
2009-01-01,CHL,WHOSIS_000001,79.00491
2010-01-01,CHL,WHOSIS_000001,81.47047
2011-01-01,CHL,WHOSIS_000001,76.92827
2012-01-01,CHL,WHOSIS_000001,82.00754
2013-01-01,CHL,WHOSIS_000001,77.20817
2014-01-01,CHL,WHOSIS_000001,79.93658
2015-01-01,CHL,WHOSIS_000001,82.6451
2016-01-01,CHL,WHOSIS_000001,82.88088
2017-01-01,CHL,WHOSIS_000001,83.02481
2018-01-01,CHL,WHOSIS_000001,83.28924
2019-01-01,CHL,WHOSIS_000001,78.66286
2020-01-01,CHL,WHOSIS_000001,77.31599
2021-01-01,CHL,WHOSIS_000001,81.42331
2000-01-01,CHN,WHOSIS_000001,70.83886
2001-01-01,CHN,WHOSIS_000001,68.8561
2002-01-01,CHN,WHOSIS_000001,69.13714
2003-01-01,CHN,WHOSIS_000001,71.68827
2004-01-01,CHN,WHOSIS_000001,74.6352
2005-01-01,CHN,WHOSIS_000001,72.44256
2006-01-01,CHN,WHOSIS_000001,73.289
2007-01-01,CHN,WHOSIS_000001,73.83894
2008-01-01,CHN,WHOSIS_000001,73.9966
2009-01-01,CHN,WHOSIS_000001,71.74362
2010-01-01,CHN,WHOSIS_000001,74.65168
2011-01-01,CHN,WHOSIS_000001,75.03512
2012-01-01,CHN,WHOSIS_000001,72.70466
2013-01-01,CHN,WHOSIS_000001,75.84031
2014-01-01,CHN,WHOSIS_000001,79.41412
2015-01-01,CHN,WHOSIS_000001,76.51035
2016-01-01,CHN,WHOSIS_000001,76.71572
2017-01-01,CHN,WHOSIS_000001,74.15977
2018-01-01,CHN,WHOSIS_000001,74.38892
2019-01-01,CHN,WHOSIS_000001,77.31274
2020-01-01,CHN,WHOSIS_000001,77.48114
2021-01-01,CHN,WHOSIS_000001,80.52325
2000-01-01,CIV,WHOSIS_000001,53.2513
2001-01-01,CIV,WHOSIS_000001,51.50149
2002-01-01,CIV,WHOSIS_000001,53.79916
2003-01-01,CIV,WHOSIS_000001,50.79501
2004-01-01,CIV,WHOSIS_000001,54.79971
2005-01-01,CIV,WHOSIS_000001,52.30993
2006-01-01,CIV,WHOSIS_000001,57.10113
2007-01-01,CIV,WHOSIS_000001,55.73161
2008-01-01,CIV,WHOSIS_000001,56.57055
2009-01-01,CIV,WHOSIS_000001,55.42018
2010-01-01,CIV,WHOSIS_000001,59.40897
2011-01-01,CIV,WHOSIS_000001,55.73353
2012-01-01,CIV,WHOSIS_000001,61.14396
2013-01-01,CIV,WHOSIS_000001,59.30998
2014-01-01,CIV,WHOSIS_000001,57.82217
2015-01-01,CIV,WHOSIS_000001,63.67348
2016-01-01,CIV,WHOSIS_000001,59.35378
2017-01-01,CIV,WHOSIS_000001,65.04122
2018-01-01,CIV,WHOSIS_000001,65.66439
2019-01-01,CIV,WHOSIS_000001,63.4848
2020-01-01,CIV,WHOSIS_000001,66.08371
2021-01-01,CIV,WHOSIS_000001,63.51741
2000-01-01,CMR,WHOSIS_000001,54.28794
2001-01-01,CMR,WHOSIS_000001,52.89875
2002-01-01,CMR,WHOSIS_000001,51.71912
2003-01-01,CMR,WHOSIS_000001,54.21993
2004-01-01,CMR,WHOSIS_000001,53.56555
2005-01-01,CMR,WHOSIS_000001,55.38006
2006-01-01,CMR,WHOSIS_000001,53.27259
2007-01-01,CMR,WHOSIS_000001,56.34812
2008-01-01,CMR,WHOSIS_000001,57.10461
2009-01-01,CMR,WHOSIS_000001,56.26823
2010-01-01,CMR,WHOSIS_000001,56.78467
2011-01-01,CMR,WHOSIS_000001,55.83298
2012-01-01,CMR,WHOSIS_000001,56.11703
2013-01-01,CMR,WHOSIS_000001,58.16022
2014-01-01,CMR,WHOSIS_000001,58.43616
2015-01-01,CMR,WHOSIS_000001,60.819
2016-01-01,CMR,WHOSIS_000001,59.79056
2017-01-01,CMR,WHOSIS_000001,60.6426
2018-01-01,CMR,WHOSIS_000001,63.37928
2019-01-01,CMR,WHOSIS_000001,60.07613
2020-01-01,CMR,WHOSIS_000001,62.18085
2021-01-01,CMR,WHOSIS_000001,59.88696
2000-01-01,COD,WHOSIS_000001,52.64393
2001-01-01,COD,WHOSIS_000001,51.31122
2002-01-01,COD,WHOSIS_000001,51.51814
2003-01-01,COD,WHOSIS_000001,55.34953
2004-01-01,COD,WHOSIS_000001,52.82013
2005-01-01,COD,WHOSIS_000001,56.44998
2006-01-01,COD,WHOSIS_000001,56.95399
2007-01-01,COD,WHOSIS_000001,54.50767
2008-01-01,COD,WHOSIS_000001,54.77367
2009-01-01,COD,WHOSIS_000001,56.80886
2010-01-01,COD,WHOSIS_000001,57.39937
2011-01-01,COD,WHOSIS_000001,56.20428
2012-01-01,COD,WHOSIS_000001,58.34046
2013-01-01,COD,WHOSIS_000001,58.89524
2014-01-01,COD,WHOSIS_000001,59.46084
2015-01-01,COD,WHOSIS_000001,58.06932
2016-01-01,COD,WHOSIS_000001,60.43572
2017-01-01,COD,WHOSIS_000001,58.77575
2018-01-01,COD,WHOSIS_000001,63.60932
2019-01-01,COD,WHOSIS_000001,64.08077
2020-01-01,COD,WHOSIS_000001,64.4638
2021-01-01,COD,WHOSIS_000001,63.91177
2000-01-01,COG,WHOSIS_000001,52.67346
2001-01-01,COG,WHOSIS_000001,53.11126
2002-01-01,COG,WHOSIS_000001,53.65584
2003-01-01,COG,WHOSIS_000001,54.50088
2004-01-01,COG,WHOSIS_000001,55.23795
2005-01-01,COG,WHOSIS_000001,56.22965
2006-01-01,COG,WHOSIS_000001,57.88825
2007-01-01,COG,WHOSIS_000001,57.92885
2008-01-01,COG,WHOSIS_000001,58.99294
2009-01-01,COG,WHOSIS_000001,60.21006
2010-01-01,COG,WHOSIS_000001,60.79045
2011-01-01,COG,WHOSIS_000001,61.1028
2012-01-01,COG,WHOSIS_000001,61.44375
2013-01-01,COG,WHOSIS_000001,61.2871
2014-01-01,COG,WHOSIS_000001,61.53702
2015-01-01,COG,WHOSIS_000001,62.22495
2016-01-01,COG,WHOSIS_000001,62.89385
2017-01-01,COG,WHOSIS_000001,63.19296
2018-01-01,COG,WHOSIS_000001,62.71322
2019-01-01,COG,WHOSIS_000001,62.75844
2020-01-01,COG,WHOSIS_000001,63.99637
2021-01-01,COG,WHOSIS_000001,63.17262
2000-01-01,COL,WHOSIS_000001,72.53854
2001-01-01,COL,WHOSIS_000001,72.62896
2002-01-01,COL,WHOSIS_000001,68.92239
2003-01-01,COL,WHOSIS_000001,76.99144
2004-01-01,COL,WHOSIS_000001,70.62169
2005-01-01,COL,WHOSIS_000001,74.43999
2006-01-01,COL,WHOSIS_000001,74.69666
2007-01-01,COL,WHOSIS_000001,72.19203
2008-01-01,COL,WHOSIS_000001,72.43567
2009-01-01,COL,WHOSIS_000001,72.6125
2010-01-01,COL,WHOSIS_000001,78.99634
2011-01-01,COL,WHOSIS_000001,79.63055
2012-01-01,COL,WHOSIS_000001,79.86246
2013-01-01,COL,WHOSIS_000001,74.33895
2014-01-01,COL,WHOSIS_000001,74.69923
2015-01-01,COL,WHOSIS_000001,77.34484
2016-01-01,COL,WHOSIS_000001,77.57663
2017-01-01,COL,WHOSIS_000001,75.17464
2018-01-01,COL,WHOSIS_000001,80.46409
2019-01-01,COL,WHOSIS_000001,77.95358
2020-01-01,COL,WHOSIS_000001,76.17458
2021-01-01,COL,WHOSIS_000001,77.62156
2000-01-01,COM,WHOSIS_000001,62.95127
2001-01-01,COM,WHOSIS_000001,61.95064
2002-01-01,COM,WHOSIS_000001,62.33173
2003-01-01,COM,WHOSIS_000001,64.36085
2004-01-01,COM,WHOSIS_000001,64.79049
2005-01-01,COM,WHOSIS_000001,64.27701
2006-01-01,COM,WHOSIS_000001,64.5515
2007-01-01,COM,WHOSIS_000001,65.95256
2008-01-01,COM,WHOSIS_000001,64.35953
2009-01-01,COM,WHOSIS_000001,66.45791
2010-01-01,COM,WHOSIS_000001,65.9656
2011-01-01,COM,WHOSIS_000001,67.10484
2012-01-01,COM,WHOSIS_000001,65.31436
2013-01-01,COM,WHOSIS_000001,66.72653
2014-01-01,COM,WHOSIS_000001,65.99997
2015-01-01,COM,WHOSIS_000001,68.48322
2016-01-01,COM,WHOSIS_000001,68.77338
2017-01-01,COM,WHOSIS_000001,69.01943
2018-01-01,COM,WHOSIS_000001,68.19622
2019-01-01,COM,WHOSIS_000001,68.10062
2020-01-01,COM,WHOSIS_000001,68.30703
2021-01-01,COM,WHOSIS_000001,67.49704
2000-01-01,CPV,WHOSIS_000001,71.69763
2001-01-01,CPV,WHOSIS_000001,71.98653
2002-01-01,CPV,WHOSIS_000001,75.65083
2003-01-01,CPV,WHOSIS_000001,75.87424
2004-01-01,CPV,WHOSIS_000001,76.05995
2005-01-01,CPV,WHOSIS_000001,76.35216
2006-01-01,CPV,WHOSIS_000001,76.67104
2007-01-01,CPV,WHOSIS_000001,76.79111
2008-01-01,CPV,WHOSIS_000001,77.10638
2009-01-01,CPV,WHOSIS_000001,77.18932
2010-01-01,CPV,WHOSIS_000001,70.86108
2011-01-01,CPV,WHOSIS_000001,77.45606
2012-01-01,CPV,WHOSIS_000001,71.09247
2013-01-01,CPV,WHOSIS_000001,74.70387
2014-01-01,CPV,WHOSIS_000001,74.86891
2015-01-01,CPV,WHOSIS_000001,74.82831
2016-01-01,CPV,WHOSIS_000001,72.18722
2017-01-01,CPV,WHOSIS_000001,74.91155
2018-01-01,CPV,WHOSIS_000001,73.85832
2019-01-01,CPV,WHOSIS_000001,69.71186
2020-01-01,CPV,WHOSIS_000001,69.08524
2021-01-01,CPV,WHOSIS_000001,73.16098
2000-01-01,CRI,WHOSIS_000001,75.8401
2001-01-01,CRI,WHOSIS_000001,78.07166
2002-01-01,CRI,WHOSIS_000001,78.85732
2003-01-01,CRI,WHOSIS_000001,78.7075
2004-01-01,CRI,WHOSIS_000001,76.38271
2005-01-01,CRI,WHOSIS_000001,79.72199
2006-01-01,CRI,WHOSIS_000001,76.83713
2007-01-01,CRI,WHOSIS_000001,80.23055
2008-01-01,CRI,WHOSIS_000001,82.7038
2009-01-01,CRI,WHOSIS_000001,83.00181
2010-01-01,CRI,WHOSIS_000001,82.14654
2011-01-01,CRI,WHOSIS_000001,82.67167
2012-01-01,CRI,WHOSIS_000001,82.75966
2013-01-01,CRI,WHOSIS_000001,82.95777
2014-01-01,CRI,WHOSIS_000001,78.08281
2015-01-01,CRI,WHOSIS_000001,80.57424
2016-01-01,CRI,WHOSIS_000001,80.11048
2017-01-01,CRI,WHOSIS_000001,82.67329
2018-01-01,CRI,WHOSIS_000001,77.67558
2019-01-01,CRI,WHOSIS_000001,77.92611
2020-01-01,CRI,WHOSIS_000001,77.29496
2021-01-01,CRI,WHOSIS_000001,75.87686
2000-01-01,CUB,WHOSIS_000001,74.65354
2001-01-01,CUB,WHOSIS_000001,76.71378
2002-01-01,CUB,WHOSIS_000001,77.74907
2003-01-01,CUB,WHOSIS_000001,79.37394
2004-01-01,CUB,WHOSIS_000001,79.49161
2005-01-01,CUB,WHOSIS_000001,75.23868
2006-01-01,CUB,WHOSIS_000001,78.02512
2007-01-01,CUB,WHOSIS_000001,78.10025
2008-01-01,CUB,WHOSIS_000001,76.02503
2009-01-01,CUB,WHOSIS_000001,78.01983
2010-01-01,CUB,WHOSIS_000001,75.84191
2011-01-01,CUB,WHOSIS_000001,80.47501
2012-01-01,CUB,WHOSIS_000001,78.42126
2013-01-01,CUB,WHOSIS_000001,80.40444
2014-01-01,CUB,WHOSIS_000001,78.14332
2015-01-01,CUB,WHOSIS_000001,77.92973
2016-01-01,CUB,WHOSIS_000001,78.14354
2017-01-01,CUB,WHOSIS_000001,79.99966
2018-01-01,CUB,WHOSIS_000001,80.24043
2019-01-01,CUB,WHOSIS_000001,77.66174
2020-01-01,CUB,WHOSIS_000001,75.25971
2021-01-01,CUB,WHOSIS_000001,76.50609
2000-01-01,CYP,WHOSIS_000001,78.83247
2001-01-01,CYP,WHOSIS_000001,81.13238
2002-01-01,CYP,WHOSIS_000001,76.73438
2003-01-01,CYP,WHOSIS_000001,76.86013
2004-01-01,CYP,WHOSIS_000001,81.505
2005-01-01,CYP,WHOSIS_000001,77.35813
2006-01-01,CYP,WHOSIS_000001,82.01597
2007-01-01,CYP,WHOSIS_000001,80.21271
2008-01-01,CYP,WHOSIS_000001,80.58929
2009-01-01,CYP,WHOSIS_000001,78.82763
2010-01-01,CYP,WHOSIS_000001,81.17823
2011-01-01,CYP,WHOSIS_000001,83.44058
2012-01-01,CYP,WHOSIS_000001,79.56958
2013-01-01,CYP,WHOSIS_000001,81.8497
2014-01-01,CYP,WHOSIS_000001,83.9435
2015-01-01,CYP,WHOSIS_000001,81.80149
2016-01-01,CYP,WHOSIS_000001,79.66509
2017-01-01,CYP,WHOSIS_000001,83.91566
2018-01-01,CYP,WHOSIS_000001,82.05669
2019-01-01,CYP,WHOSIS_000001,84.15619
2020-01-01,CYP,WHOSIS_000001,84.07165
2021-01-01,CYP,WHOSIS_000001,83.96357
2000-01-01,CZE,WHOSIS_000001,75.03014
2001-01-01,CZE,WHOSIS_000001,75.30052
2002-01-01,CZE,WHOSIS_000001,75.36384
2003-01-01,CZE,WHOSIS_000001,71.99659
2004-01-01,CZE,WHOSIS_000001,75.78545
2005-01-01,CZE,WHOSIS_000001,79.08781
2006-01-01,CZE,WHOSIS_000001,76.60775
2007-01-01,CZE,WHOSIS_000001,79.97929
2008-01-01,CZE,WHOSIS_000001,80.24412
2009-01-01,CZE,WHOSIS_000001,80.30036
2010-01-01,CZE,WHOSIS_000001,74.4066
2011-01-01,CZE,WHOSIS_000001,80.81695
2012-01-01,CZE,WHOSIS_000001,77.96927
2013-01-01,CZE,WHOSIS_000001,75.12932
2014-01-01,CZE,WHOSIS_000001,81.61625
2015-01-01,CZE,WHOSIS_000001,81.32365
2016-01-01,CZE,WHOSIS_000001,78.9303
2017-01-01,CZE,WHOSIS_000001,81.69093
2018-01-01,CZE,WHOSIS_000001,81.74067
2019-01-01,CZE,WHOSIS_000001,76.30311
2020-01-01,CZE,WHOSIS_000001,78.12978
2021-01-01,CZE,WHOSIS_000001,80.27144
2000-01-01,DEU,WHOSIS_000001,75.04009
2001-01-01,DEU,WHOSIS_000001,75.47778
2002-01-01,DEU,WHOSIS_000001,78.46153
2003-01-01,DEU,WHOSIS_000001,75.66087
2004-01-01,DEU,WHOSIS_000001,79.02932
2005-01-01,DEU,WHOSIS_000001,81.71642
2006-01-01,DEU,WHOSIS_000001,79.60448
2007-01-01,DEU,WHOSIS_000001,82.26614
2008-01-01,DEU,WHOSIS_000001,82.2645
2009-01-01,DEU,WHOSIS_000001,79.99438
2010-01-01,DEU,WHOSIS_000001,82.53708
2011-01-01,DEU,WHOSIS_000001,82.7516
2012-01-01,DEU,WHOSIS_000001,80.59346
2013-01-01,DEU,WHOSIS_000001,77.93742
2014-01-01,DEU,WHOSIS_000001,83.06525
2015-01-01,DEU,WHOSIS_000001,82.71381
2016-01-01,DEU,WHOSIS_000001,78.35184
2017-01-01,DEU,WHOSIS_000001,80.75117
2018-01-01,DEU,WHOSIS_000001,78.42353
2019-01-01,DEU,WHOSIS_000001,78.74919
2020-01-01,DEU,WHOSIS_000001,80.79638
2021-01-01,DEU,WHOSIS_000001,82.85918
2000-01-01,DJI,WHOSIS_000001,61.40374
2001-01-01,DJI,WHOSIS_000001,59.48459
2002-01-01,DJI,WHOSIS_000001,59.4947
2003-01-01,DJI,WHOSIS_000001,59.65313
2004-01-01,DJI,WHOSIS_000001,61.37504
2005-01-01,DJI,WHOSIS_000001,58.50495
2006-01-01,DJI,WHOSIS_000001,60.21901
2007-01-01,DJI,WHOSIS_000001,62.65329
2008-01-01,DJI,WHOSIS_000001,63.05684
2009-01-01,DJI,WHOSIS_000001,63.35758
2010-01-01,DJI,WHOSIS_000001,62.01403
2011-01-01,DJI,WHOSIS_000001,63.92174
2012-01-01,DJI,WHOSIS_000001,61.18324
2013-01-01,DJI,WHOSIS_000001,64.75054
2014-01-01,DJI,WHOSIS_000001,65.15565
2015-01-01,DJI,WHOSIS_000001,62.20476
2016-01-01,DJI,WHOSIS_000001,64.33885
2017-01-01,DJI,WHOSIS_000001,66.44386
2018-01-01,DJI,WHOSIS_000001,65.12012
2019-01-01,DJI,WHOSIS_000001,67.26534
2020-01-01,DJI,WHOSIS_000001,65.26548
2021-01-01,DJI,WHOSIS_000001,63.04218
2000-01-01,DNK,WHOSIS_000001,79.12806
2001-01-01,DNK,WHOSIS_000001,77.04219
2002-01-01,DNK,WHOSIS_000001,77.02885
2003-01-01,DNK,WHOSIS_000001,75.03809
2004-01-01,DNK,WHOSIS_000001,75.43158
2005-01-01,DNK,WHOSIS_000001,78.1313
2006-01-01,DNK,WHOSIS_000001,78.19096
2007-01-01,DNK,WHOSIS_000001,76.20665
2008-01-01,DNK,WHOSIS_000001,76.51759
2009-01-01,DNK,WHOSIS_000001,78.87763
2010-01-01,DNK,WHOSIS_000001,81.10051
2011-01-01,DNK,WHOSIS_000001,81.56858
2012-01-01,DNK,WHOSIS_000001,78.10684
2013-01-01,DNK,WHOSIS_000001,80.16458
2014-01-01,DNK,WHOSIS_000001,78.61687
2015-01-01,DNK,WHOSIS_000001,80.59413
2016-01-01,DNK,WHOSIS_000001,78.96719
2017-01-01,DNK,WHOSIS_000001,82.73894
2018-01-01,DNK,WHOSIS_000001,79.02368
2019-01-01,DNK,WHOSIS_000001,79.48921
2020-01-01,DNK,WHOSIS_000001,83.16167
2021-01-01,DNK,WHOSIS_000001,82.90092
2000-01-01,DOM,WHOSIS_000001,73.3979
2001-01-01,DOM,WHOSIS_000001,76.58954
2002-01-01,DOM,WHOSIS_000001,76.5466
2003-01-01,DOM,WHOSIS_000001,70.61632
2004-01-01,DOM,WHOSIS_000001,70.19105
2005-01-01,DOM,WHOSIS_000001,72.80023
2006-01-01,DOM,WHOSIS_000001,75.5666
2007-01-01,DOM,WHOSIS_000001,75.74023
2008-01-01,DOM,WHOSIS_000001,70.71721
2009-01-01,DOM,WHOSIS_000001,73.54511
2010-01-01,DOM,WHOSIS_000001,71.2102
2011-01-01,DOM,WHOSIS_000001,76.88264
2012-01-01,DOM,WHOSIS_000001,76.79304
2013-01-01,DOM,WHOSIS_000001,76.64739
2014-01-01,DOM,WHOSIS_000001,76.83606
2015-01-01,DOM,WHOSIS_000001,76.96889
2016-01-01,DOM,WHOSIS_000001,76.96084
2017-01-01,DOM,WHOSIS_000001,70.17131
2018-01-01,DOM,WHOSIS_000001,70.3814
2019-01-01,DOM,WHOSIS_000001,77.18205
2020-01-01,DOM,WHOSIS_000001,70.06998
2021-01-01,DOM,WHOSIS_000001,73.32103
2000-01-01,DZA,WHOSIS_000001,72.46839
2001-01-01,DZA,WHOSIS_000001,71.62953
2002-01-01,DZA,WHOSIS_000001,73.08818
2003-01-01,DZA,WHOSIS_000001,74.28759
2004-01-01,DZA,WHOSIS_000001,74.72626
2005-01-01,DZA,WHOSIS_000001,74.07854
2006-01-01,DZA,WHOSIS_000001,73.62444
2007-01-01,DZA,WHOSIS_000001,75.37083
2008-01-01,DZA,WHOSIS_000001,75.55406
2009-01-01,DZA,WHOSIS_000001,75.73737
2010-01-01,DZA,WHOSIS_000001,75.28663
2011-01-01,DZA,WHOSIS_000001,76.03652
2012-01-01,DZA,WHOSIS_000001,76.2261
2013-01-01,DZA,WHOSIS_000001,75.79056
2014-01-01,DZA,WHOSIS_000001,75.93393
2015-01-01,DZA,WHOSIS_000001,75.76923
2016-01-01,DZA,WHOSIS_000001,76.27819
2017-01-01,DZA,WHOSIS_000001,76.04557
2018-01-01,DZA,WHOSIS_000001,76.12986
2019-01-01,DZA,WHOSIS_000001,76.24123
2020-01-01,DZA,WHOSIS_000001,72.97748
2021-01-01,DZA,WHOSIS_000001,76.63875
2000-01-01,ECU,WHOSIS_000001,75.93512
2001-01-01,ECU,WHOSIS_000001,70.01634
2002-01-01,ECU,WHOSIS_000001,76.59089
2003-01-01,ECU,WHOSIS_000001,73.91724
2004-01-01,ECU,WHOSIS_000001,77.26531
2005-01-01,ECU,WHOSIS_000001,73.7577
2006-01-01,ECU,WHOSIS_000001,73.97388
2007-01-01,ECU,WHOSIS_000001,71.2109
2008-01-01,ECU,WHOSIS_000001,74.40727
2009-01-01,ECU,WHOSIS_000001,71.88764
2010-01-01,ECU,WHOSIS_000001,78.25733
2011-01-01,ECU,WHOSIS_000001,78.64564
2012-01-01,ECU,WHOSIS_000001,73.10316
2013-01-01,ECU,WHOSIS_000001,73.79506
2014-01-01,ECU,WHOSIS_000001,74.38905
2015-01-01,ECU,WHOSIS_000001,77.15293
2016-01-01,ECU,WHOSIS_000001,77.17997
2017-01-01,ECU,WHOSIS_000001,77.31252
2018-01-01,ECU,WHOSIS_000001,75.04834
